id,name,parent_id,description,is_job_category,price_optional,sequence
2116,"Kolektori za toplu vodu (Termalni sistemi)",54,,0,1,7
2117,"Kontroleri punjenja (MPPT i PWM)",54,,0,1,8
2118,"Nosači, šine i montažna oprema",54,,0,1,9
2119,"Ostala solarna oprema",54,,0,1,10
2120,"Pametna brojila i monitoring sistemi",54,,0,1,11
2121,"Prenosni solarni kompleti i koferi",54,,0,1,12
2122,"Prenaponska zaštita i osigurači za DC sisteme",54,,0,1,13
2123,"Savitljivi (Fleksibilni) solarni paneli",54,,0,1,14
2124,"Solarna rasvjeta i reflektori",54,,0,1,15
2125,"Solarni kontroleri za pumpe i navodnjavanje",54,,0,1,16
2126,"Solarni punjači za mobilne uređaje",54,,0,1,17
2127,"Uređaji za čišćenje i održavanje panela",54,,0,1,18
2091,"Antene za radio uređaje",55,,0,1,1
2092,"CD Playeri (Prenosni - Discman)",55,,0,1,2
2093,"Digitalni radio prijemnici (DAB/DAB+)",55,,0,1,3
2094,"Džepni radio aparati",55,,0,1,4
2095,"Kasetofoni i diktafoni (Prenosni)",55,,0,1,5
2096,"Kuhinjski i ugradbeni radio uređaji",55,,0,1,6
2097,"Mp3 i Mp4 playeri",55,,0,1,7
2098,"Napajanja i adapteri za prenosne uređaje",55,,0,1,8
2099,"Ostala audio oprema",55,,0,1,9
2100,"Radio budilnici i satovi sa radiom",55,,0,1,10
2101,"Radio kasetofoni (Boombox)",55,,0,1,11
2102,"Radio prijemnici sa Bluetooth funkcijom",55,,0,1,12
2103,"Retro i antikvitetni radio aparati",55,,0,1,13
2104,"Slušalice za prenosne uređaje",55,,0,1,14
2105,"Standardni stoni radio prijemnici (AM/FM)",55,,0,1,15
2106,"Tranzistorski radio aparati na baterije",55,,0,1,16
2107,"Uređaji sa solarnim i mehaničkim punjenjem (Dynamo)",55,,0,1,17
2108,"Walkman (Prenosni kasetofoni)",55,,0,1,18
2109,"Zamjenski remenovi i gumice za walkmane",55,,0,1,19
2071,"Antene (HF, VHF, UHF, Dual-band)",56,,0,1,1
2072,"Antenski analizatori i mjerni instrumenti",56,,0,1,2
2073,"Antenski tjuneri (Usklađivači)",56,,0,1,3
2074,"Baterije i eliminatori baterija",56,,0,1,4
2075,"CB (Citizens Band) radio stanice",56,,0,1,5
2076,"Digitalni modemski interfejsi (FT8, DMR)",56,,0,1,6
2077,"Eksterni zvučnici i audio filteri",56,,0,1,7
2078,"Filteri za smetnje i prenaponska zaštita",56,,0,1,8
2079,"Kablovi (Koaksijalni) i konektori (PL-259, N, SMA)",56,,0,1,9
2080,"Linearna pojačala snage",56,,0,1,10
2081,"Mikrofoni i tasteri za Morzeovu abecedu (CW)",56,,0,1,11
2082,"Mobilne radio stanice",56,,0,1,12
2083,"Nosači antena i rotatori",56,,0,1,13
2084,"Ostala radio amaterska oprema",56,,0,1,14
2085,"PMR (Voki-toki) uređaji slobodnog opsega",56,,0,1,15
2086,"Ručne radio stanice (Handheld)",56,,0,1,16
2087,"SDR (Software Defined Radio) prijemnici",56,,0,1,17
2088,"SWR i Watt metri",56,,0,1,18
2089,"Stacionarne (Base) radio stanice",56,,0,1,19
2090,"Stabilisana napajanja (Ispravljači)",56,,0,1,20
2053,"Antenski stubovi i nosači",57,,0,1,1
2054,"Bežični telefoni (DECT)",57,,0,1,2
2055,"Digitalne i analogne telefonske centrale",57,,0,1,3
2056,"Faks mašine i potrošni materijal",57,,0,1,4
2057,"Fiksni žični telefoni",57,,0,1,5
2058,"GSM i LTE pojačivači signala (Repeateri)",57,,0,1,6
2059,"GSM gateaway uređaji i terminali",57,,0,1,7
2060,"Interfoni i interfonski sistemi",57,,0,1,8
2061,"IP i SIP telefoni (VoIP)",57,,0,1,9
2062,"Kablovski materijal (Telefonski i koaksijalni)",57,,0,1,10
2063,"Konferencijski telefoni i sistemi",57,,0,1,11
2064,"Ostala telekomunikacijska oprema",57,,0,1,12
2065,"Radio stanice i voki-toki uređaji",57,,0,1,13
2066,"Sistemski telefoni za centrale",57,,0,1,14
2067,"Slušalice za operatere i call centre",57,,0,1,15
2068,"Telefonske utičnice, razdjelnici i filteri",57,,0,1,16
2069,"Testna oprema za telekomunikacije",57,,0,1,17
2070,"Uređaji za satelitsku komunikaciju",57,,0,1,18
2032,"Adapteri i pretvarači napona",58,,0,1,1
2033,"Alkalne baterije (Jednokratne)",58,,0,1,2
2034,"Baterije za dječije igračke",58,,0,1,3
2035,"Baterije za fiksne i bežične telefone",58,,0,1,4
2036,"Baterije za laptop uređaje",58,,0,1,5
2037,"Baterije za mjerne uređaje i multimetre",58,,0,1,6
2038,"Baterije za slušne aparate",58,,0,1,7
2039,"Dugmaste baterije (CR, LR, AG serije)",58,,0,1,8
2040,"Eksterne baterije (Powerbank)",58,,0,1,9
2041,"Industrijske baterije i ćelije",58,,0,1,10
2042,"Li-ion punjive baterije (18650, 21700 i dr.)",58,,0,1,11
2043,"Litijumske baterije visokog kapaciteta",58,,0,1,12
2044,"Ni-MH i Ni-Cd punjive baterije (AA, AAA)",58,,0,1,13
2045,"Olovni akumulatori (VRLA, AGM, Gel)",58,,0,1,14
2046,"Ostala oprema za baterije",58,,0,1,15
2047,"Pametni brzi punjači sa procesorom",58,,0,1,16
2048,"Punjači za AA i AAA baterije",58,,0,1,17
2049,"Punjači za Li-ion i Li-Po baterije",58,,0,1,18
2050,"Solarne baterije i punjači",58,,0,1,19
2051,"Testeri za baterije",58,,0,1,20
2052,"Univerzalni kućni punjači",58,,0,1,21
2014,"Baterije za električna vozila",59,,0,1,1
2015,"Električni bicikli (e-Bikes)",59,,0,1,2
2016,"Električni skuteri i trotineti",59,,0,1,3
2017,"Električni skateboardi i longboardi",59,,0,1,4
2018,"Električni unocikli (Monowheels)",59,,0,1,5
2019,"Gume i unutrašnje zračnice",59,,0,1,6
2020,"Hoverboard uređaji",59,,0,1,7
2021,"Kacige i zaštitna oprema",59,,0,1,8
2022,"Kočioni sistemi i pločice",59,,0,1,9
2023,"Kontroleri i matične ploče",59,,0,1,10
2024,"Motori i pogonski točkovi",59,,0,1,11
2025,"Ostala oprema i dodaci",59,,0,1,12
2026,"Punjači i adapteri",59,,0,1,13
2027,"Rasvjeta i LED signalizacija",59,,0,1,14
2028,"Rezervni dijelovi (Blatobrani, nogare, ručke)",59,,0,1,15
2029,"Sjedala za električne skutere",59,,0,1,16
2030,"Torbe i nosači za skutere",59,,0,1,17
2031,"Zaključavanje i sigurnosni sistemi",59,,0,1,18
1997,"Alati za reparaciju (Pincete, motalice, makaze)",60,,0,1,1
1998,"Baterije za modove (18650, 21700 i dr.)",60,,0,1,2
1999,"DIY oprema (Baze, arome i bočice)",60,,0,1,3
2000,"Drip tips (Nastavci za usta)",60,,0,1,4
2001,"Elektronske cigarete (Pod sistemi)",60,,0,1,5
2002,"Elektronske nargile (Vape)",60,,0,1,6
2003,"Grijači za elektronske cigarete (Coils)",60,,0,1,7
2004,"Grijači duhana (HNB - Heat Not Burn uređaji)",60,,0,1,8
2005,"Jednokratne elektronske cigarete (Disposable)",60,,0,1,9
2006,"Modovi (Regulisani i mehanički)",60,,0,1,10
2007,"Ostala oprema i dodaci",60,,0,1,11
2008,"Punjači za eksterne baterije",60,,0,1,12
2009,"Rezervoari i atomizeri (RTA, RDA, RDTA)",60,,0,1,13
2010,"Rezervna stakla za atomizere",60,,0,1,14
2011,"Torbice, silikonske maske i vezice",60,,0,1,15
2012,"Vatice i žice za grijače",60,,0,1,16
2013,"Zamjenski dijelovi za grijače duhana (Čistači, poklopci)",60,,0,1,17
1973,"Analitički instrumenti i analizatori",61,,0,1,1
1974,"Centrifuge i mješalice",61,,0,1,2
1975,"Diagnostički uređaji (EKG, EEG, Ultrazvuk)",61,,0,1,3
1976,"Inhalatori i aspiratori",61,,0,1,4
1977,"Inkubatori i sterilizatori (Autoklavi)",61,,0,1,5
1978,"Invalidska kolica i pomagala za kretanje",61,,0,1,6
1979,"Laboratorijsko posuđe (Staklo i plastika)",61,,0,1,7
1980,"Laboratorijski mikroskopi i oprema",61,,0,1,8
1981,"Medicinski kreveti i namještaj",61,,0,1,9
1982,"Mjerači krvnog pritiska (Tlakomjeri)",61,,0,1,10
1983,"Mjerači šećera u krvi (Glukometri)",61,,0,1,11
1984,"Odjeća i zaštitna oprema (Uniforme, maske)",61,,0,1,12
1985,"Oprema za prvu pomoć i reanimaciju",61,,0,1,13
1986,"Oprema za stomatološke ordinacije",61,,0,1,14
1987,"Ortopedska pomagala i proteze",61,,0,1,15
1988,"Ostala medicinska i laboratorijska oprema",61,,0,1,16
1989,"Oksimetri (Mjerači zasićenosti kisikom)",61,,0,1,17
1990,"Pipete i dozatori",61,,0,1,18
1991,"Potrošni medicinski materijal (Igle, šprice)",61,,0,1,19
1992,"Reagensi i hemikalije",61,,0,1,20
1993,"Slušni aparati i pribor",61,,0,1,21
1994,"Stetoskopi i osnovni pregledni setovi",61,,0,1,22
1995,"Terapijska oprema (Fizikalna i masaža)",61,,0,1,23
1996,"Vage (Medicinske i laboratorijske precizne)",61,,0,1,24
1954,"Anemometri (Mjerači brzine vjetra)",62,,0,1,1
1955,"Barometri i hidrometri (Vlažnost i pritisak)",62,,0,1,2
1956,"Beskontaktni infracrveni termometri",62,,0,1,3
1957,"Daljinomeri (Laserski mjerači razdaljine)",62,,0,1,4
1958,"Detektori metala, instalacija i struje",62,,0,1,5
1959,"Digitalni i analogni kuhinjski termometri",62,,0,1,6
1960,"Higrometri (Mjerači vlažnosti vazduha)",62,,0,1,7
1961,"Infracrvene termovizijske kamere",62,,0,1,8
1962,"Laboratorijski i precizni termometri",62,,0,1,9
1963,"Laserske nivele i vaservage",62,,0,1,10
1964,"Luxmetri (Mjerači intenziteta svjetlosti)",62,,0,1,11
1965,"Medicinski termometri (Toplomjeri)",62,,0,1,12
1966,"Mjerači kvalitete zraka (CO2, PM čestice)",62,,0,1,13
1967,"Multimetri i ispitivači napona",62,,0,1,14
1968,"Ostali mjerni uređaji i senzori",62,,0,1,15
1969,"Ph metri i testeri za vodu",62,,0,1,16
1970,"Pribor i oprema (Baterije, sonde, stalci)",62,,0,1,17
1971,"Ubodni termometri za hranu i tečnosti",62,,0,1,18
1972,"Vremenske stanice za kuću",62,,0,1,19
1940,"4K i 8K Ultra HD Streaming uređaji",63,,0,1,1
1941,"AirMouse i tastature za TV boxove",63,,0,1,2
1942,"Android TV Box uređaji",63,,0,1,3
1943,"Antene i prijemnici za streaming",63,,0,1,4
1944,"Dizajnirani stalci i nosači za boxove",63,,0,1,5
1945,"HDMI Dongle i Stick uređaji",63,,0,1,6
1946,"Igraće konzole sa streaming funkcijama",63,,0,1,7
1947,"IPTV prijemnici i set-top boxovi",63,,0,1,8
1948,"Kablovi i adapteri (HDMI, napajanje)",63,,0,1,9
1949,"Linux i Open-Source TV boxovi",63,,0,1,10
1950,"Mini PC uređaji za TV",63,,0,1,11
1951,"Ostala oprema za streaming",63,,0,1,12
1952,"Pametni daljinski upravljači i kontroleri",63,,0,1,13
1953,"Sistemi za bežični prenos slike (Casting)",63,,0,1,14
2415,"Alati za preciznu mehaniku i elektroniku",64,,0,1,1
2395,"Amortizeri i ležajevi za veš mašine",64,,0,1,1
2396,"Antivibracione podloške i nogice",64,,0,1,2
2416,"Baterije (Dugmaste, alkalne, specijalne)",64,,0,1,2
2397,"Brtve (Gume) za frižidere i zamrzivače",64,,0,1,3
2417,"Čistači kontakata i kompresovani zrak",64,,0,1,3
2398,"Deterdženti i tablete za testiranje uređaja",64,,0,1,4
2418,"Držači i stalci za tehničke uređaje",64,,0,1,4
2399,"Dozatori i posude za prašak",64,,0,1,5
2419,"Instrumenti za mjerenje vlage i temperature",64,,0,1,5
2400,"Filteri za napu (Ugljeni i metalni)",64,,0,1,6
2420,"Kablovi i adapteri (Univerzalni)",64,,0,1,6
2401,"Filteri za vodu za frižidere",64,,0,1,7
2421,"Magneti i magnetne trake",64,,0,1,7
2402,"Grijači za mašine i rerne",64,,0,1,8
2422,"Metal detektori (Hobi i profesionalni)",64,,0,1,8
2403,"Inox sredstva za čišćenje i poliranje",64,,0,1,9
2423,"Multimetri i ispitivači napona",64,,0,1,9
2404,"Interfonski i spojni kablovi za aparate",64,,0,1,10
2424,"Ostala nepomenuta tehnička roba",64,,0,1,10
2405,"Korpe za escajg i police za mašine za suđe",64,,0,1,11
2425,"Pametni privjesci i lokatori (Tags)",64,,0,1,11
2406,"Mrežice i filteri za odvod",64,,0,1,12
2426,"Punjači za baterije (Univerzalni)",64,,0,1,12
2407,"Ostali sitni dijelovi bijele tehnike",64,,0,1,13
2427,"Sredstva za čišćenje ekrana i optike",64,,0,1,13
2408,"Ploče za slaganje (Vezni elementi za sušilice)",64,,0,1,14
2428,"Sušači i sterilizatori (Tehnički)",64,,0,1,14
2409,"Police i ladice za frižidere",64,,0,1,15
2429,"Termalne paste i podloške",64,,0,1,15
2410,"Pribor za montažu ugradbenih uređaja",64,,0,1,16
2430,"Testeri za kablove i baterije",64,,0,1,16
2411,"Sijalice za rerne i frižidere",64,,0,1,17
2431,"Torbe i koferi za tehničku opremu",64,,0,1,17
2412,"Sredstva za uklanjanje kamenca",64,,0,1,18
2432,"Ultrazvučne kade za čišćenje",64,,0,1,18
2413,"Termostati i senzori temperature",64,,0,1,19
2433,"Univerzalni ispravljači napona",64,,0,1,19
2414,"Vrećice i filteri za usisivače",64,,0,1,20
2434,"Vremenske stanice i senzori",64,,0,1,20
1751,"Adapteri i konverteri",67,,0,1,0
1752,"Bluetooth i Wi-Fi adapteri",67,,0,1,0
1754,"Čišćenje i održavanje (Sprejevi, krpe)",67,,0,1,0
1753,"Čitači kartica (Card readers)",67,,0,1,0
1755,"Džojstici i kontroleri (Gaming)",67,,0,1,0
1756,"Eksterni optički uređaji (DVD/Blu-ray)",67,,0,1,0
1759,"Grafičke table za crtanje",67,,0,1,0
1760,"Kablovi (HDMI, DisplayPort, USB, LAN)",67,,0,1,0
1761,"Kompjuterski zvučnici",67,,0,1,0
1762,Mikrofoni,67,,0,1,0
1763,Miševi,67,,0,1,0
1764,"Monitor nosači i stalci",67,,0,1,0
1765,"Ostala oprema i periferija",67,,0,1,0
1766,"Podloge za miševe",67,,0,1,0
1767,"Slušalice (Headsets)",67,,0,1,0
1768,Tastature,67,,0,1,0
1769,"Tastature i miševi (Setovi)",67,,0,1,0
1770,"Torbe i ruksaci za laptop",67,,0,1,0
1771,"UPS uređaji i prenaponska zaštita",67,,0,1,0
1772,"USB Flash memorije",67,,0,1,0
1773,"USB hubovi i razdjelnici",67,,0,1,0
1774,"Web kamere",67,,0,1,0
3948,"Access Point i Range Extenderi",71,,0,0,0
3949,"Mrežni kablovi i oprema",71,,0,0,0
3945,"Routeri i modemi",71,,0,0,0
3946,Switch-evi,71,,0,0,0
3947,"WiFi adapteri i antene",71,,0,0,0
3922,"Aplikativni softver",72,,0,0,0
3921,"Sistemski softver",72,,0,0,0
3923,"Specijalizovani i sigurnosni softver",72,,0,0,0
1727,"Bluetooth adapteri i predajnici",80,,0,1,0
1728,"Bluetooth audio prijemnici",80,,0,1,0
1729,"Bluetooth slušalice (Bubice)",80,,0,1,0
1730,"Bluetooth slušalice (Naglavne)",80,,0,1,0
1731,"Bluetooth tastature i miševi",80,,0,1,0
1732,"Bluetooth zvučnici",80,,0,1,0
1733,"Handsfree uređaji za automobile",80,,0,1,0
1734,"Ostali bluetooth dodaci",80,,0,1,0
1735,"Pametni privjesci za praćenje",80,,0,1,0
1736,"Pametni satovi i narukvice",80,,0,1,0
1737,"Sportske bluetooth slušalice",80,,0,1,0
1738,"Alati za popravku telefona",81,,0,1,0
1739,"Baterije za telefone i tablete",81,,0,1,0
1740,"Držači i stalci (Car & Desk)",81,,0,1,0
1741,"Ekran i staklo (LCD, Touchscreen)",81,,0,1,0
1742,"Futrole, maske i torbice",81,,0,1,0
1743,"Kablovi, adapteri i konektori",81,,0,1,0
1744,"Memorijske kartice",81,,0,1,0
1745,"Olovke za tablete (Stylus)",81,,0,1,0
1746,"Ostali rezervni dijelovi",81,,0,1,0
1747,"Punjači (Kućni i auto)",81,,0,1,0
1748,"Slušalice i handsfree oprema",81,,0,1,0
1749,"Stakla i folije za zaštitu ekrana",81,,0,1,0
1750,"Vanjske baterije (Power bank)",81,,0,1,0
3224,"Alati za servisiranje i otvaranje",82,,0,1,1
3225,"Baterije za PDA i Pocket PC",82,,0,1,2
3226,"Docking stanice i baze za punjenje",82,,0,1,3
3227,"Industrijski PDA uređaji (Barkod skeneri)",82,,0,1,4
3228,"Memorijske kartice (CF, SD, MMC)",82,,0,1,5
3229,"Olovke (Stylus) za ekrane",82,,0,1,6
3230,"Ostali PDA i Pocket PC uređaji",82,,0,1,7
3231,"Palm OS uređaji",82,,0,1,8
3232,"Pocket PC (Windows Mobile) uređaji",82,,0,1,9
3233,"Polovni i neispravni uređaji za dijelove",82,,0,1,10
3234,"Punjači i kablovi za sinhronizaciju",82,,0,1,11
3235,"Rezervni dijelovi (Ekrani, kućišta, tipke)",82,,0,1,12
3236,"Tastature i vanjski dodaci",82,,0,1,13
3237,"Zaštitne futrole i torbice",82,,0,1,14
3211,"Amazon Kindle čitači",83,,0,1,1
3212,"Boox (Onyx) Android čitači",83,,0,1,2
3213,"Čitači sa ekranom u boji (Color E-ink)",83,,0,1,3
3214,"Dodaci za čitače (Futrole, lampe, olovke)",83,,0,1,4
3215,"Kobo eBook čitači",83,,0,1,5
3216,"Large-format čitači (Ekran 10"" i veći)",83,,0,1,6
3217,"Oprema za punjenje i kablovi",83,,0,1,7
3218,"Ostali eBook čitači",83,,0,1,8
3219,"PocketBook čitači",83,,0,1,9
3220,"Polovni i reparirani eBook čitači",83,,0,1,10
3221,"Remarkable i digitalne bilježnice",83,,0,1,11
3222,"Vodootporni eBook čitači",83,,0,1,12
3223,"Zaštitne folije i stakla za čitače",83,,0,1,13
3195,"Alati za popravku mobitela",84,,0,1,1
3196,"Baterije za mobitele",84,,0,1,2
3197,"Bluetooth adapteri i transmiteri",84,,0,1,3
3198,"Čitači memorijskih kartica",84,,0,1,4
3199,"Držači i stalci za mobitele",84,,0,1,5
3200,"Gimbali i stabilizatori za snimanje",84,,0,1,6
3201,"Memorijske kartice (MicroSD)",84,,0,1,7
3202,"Olovke za ekrane (Stylus pen)",84,,0,1,8
3203,"Ostali nepomenuti dodaci",84,,0,1,9
3204,"Polovni i oštećeni mobiteli za dijelove",84,,0,1,10
3205,"Pomoćni objektivi za kamere mobitela",84,,0,1,11
3206,"Rezervni dijelovi (Ekrani, flet kablovi, kućišta)",84,,0,1,12
3207,"SIM kartice i dopune (Top-up)",84,,0,1,13
3208,"Sredstva za čišćenje ekrana",84,,0,1,14
3209,"VR naočale za mobitele",84,,0,1,15
3210,"Zvučnici i eksterni mikrofon za mobitele",84,,0,1,16
905,"Džakovi za udaranje i oprema za vježbanje",85,,0,1,0
904,"Kimona i odjeća za borilačke sportove",85,,0,1,0
908,Ostalo,85,,0,1,0
907,"Rekviziti za trening",85,,0,1,0
902,"Rukavice i bandaže",85,,0,1,0
903,"Štitnici i zaštitna oprema",85,,0,1,0
906,"Tatami i podloge",85,,0,1,0
910,"BMX i freestyle bicikli",86,,0,1,0
913,"Oprema za padobranstvo i paragajding",86,,0,1,0
912,"Oprema za penjanje",86,,0,1,0
959,Ostalo,86,,0,1,0
911,"Role i zaštitna oprema",86,,0,1,0
909,"Skateboard i oprema",86,,0,1,0
915,"Grije (kettlebell) oprema",87,,0,1,0
917,"Kardio oprema",87,,0,1,0
920,"Nutricijski dodaci",87,,0,1,0
921,Ostalo,87,,0,1,0
918,"Prostirke i podloge",87,,0,1,0
919,"Sportska odjeća i rukavice",87,,0,1,0
914,"Tegovi i bučice",87,,0,1,0
916,"Trake za vježbanje",87,,0,1,0
928,"Navigacija i sigurnosna oprema",88,,0,1,0
924,"Odjeća za planinarenje",88,,0,1,0
929,Ostalo,88,,0,1,0
927,"Penjačka oprema",88,,0,1,0
923,"Planinarska obuća",88,,0,1,0
922,"Ruksaci i planinarska oprema",88,,0,1,0
926,"Šatori i kamp oprema",88,,0,1,0
925,"Štapovi za hodanje",88,,0,1,0
932,"Badminton oprema",89,,0,1,0
931,"Lopte i mreže",89,,0,1,0
936,Ostalo,89,,0,1,0
933,"Stoni tenis",89,,0,1,0
934,"Tašne i futrole za rekete",89,,0,1,0
935,"Teniska odjeća i dodatna oprema",89,,0,1,0
930,"Teniski reketaši",89,,0,1,0
942,"Dresovi i sportska odjeća",90,,0,1,0
937,Fudbal,90,,0,1,0
938,Košarka,90,,0,1,0
940,Odbojka,90,,0,1,0
944,Ostalo,90,,0,1,0
941,"Ragbi oprema",90,,0,1,0
939,Rukomet,90,,0,1,0
943,"Treninzi i rekviziti",90,,0,1,0
947,"Biciklistička oprema",91,,0,1,0
945,"Kamp oprema",91,,0,1,0
950,"Oprema za boravak u prirodi",91,,0,1,0
946,"Oprema za trčanje",91,,0,1,0
949,"Piknik i rekreativna oprema",91,,0,1,0
951,"Rekreativni rekviziti",91,,0,1,0
948,"Rolanje i oprema",91,,0,1,0
956,"Daske za talase",92,,0,1,0
954,"Daske za veslanje",92,,0,1,0
955,"Kajaci i oprema",92,,0,1,0
952,"Oprema za plivanje",92,,0,1,0
958,Ostalo,92,,0,1,0
957,"Plivački rekviziti",92,,0,1,0
953,"Ronilačka i podvodna oprema",92,,0,1,0
962,Klizaljke,93,,0,1,0
964,"Odjeća za zimske sportove",93,,0,1,0
966,Ostalo,93,,0,1,0
965,"Razni zimski rekviziti",93,,0,1,0
960,"Skije i oprema",93,,0,1,0
961,"Snowboard oprema",93,,0,1,0
963,"Zimske kacige i naočale",93,,0,1,0
2477,"Bokserska oprema i borilački sportovi",94,,0,1,1
2478,"Bilijar, pikado i stoni nogomet",94,,0,1,2
2479,"Golf oprema i dodaci",94,,0,1,3
2480,"Konjički sport i jahanje",94,,0,1,4
2481,"Lovačka oprema i pribor",94,,0,1,5
2482,"Mjerne sprave (Štoperice, daljinomjeri)",94,,0,1,6
2483,"Oprema za gimnastiku i ples",94,,0,1,7
2484,"Oprema za klizanje i hokej na ledu",94,,0,1,8
2485,"Oprema za streličarstvo i samostrele",94,,0,1,9
2486,"Ostala nepomenuta sportska oprema",94,,0,1,10
2487,"Pribor za prvu pomoć i masažu",94,,0,1,11
2488,"Ribolovačka oprema i pribor",94,,0,1,12
2489,"Roleri, skejtbordi i trotineti",94,,0,1,13
2490,"Sportske torbe, ruksaci i boce",94,,0,1,14
2491,"Sportski rekviziti za plažu i vodu",94,,0,1,15
2492,"Stoni tenis (Reket, mrežice, loptice)",94,,0,1,16
2493,"Torbe i futrole za specifičnu opremu",94,,0,1,17
2494,"Vazdušno oružje i oprema za paintball",94,,0,1,18
2495,"Zastave, pehari i sportska priznanja",94,,0,1,19
2790,"Anticelulitni preparati i učvršćivanje kože",95,,0,1,1
2791,"Dezodoransi i antiperspiranti",95,,0,1,2
2792,"Gelovi za tuširanje i kupke",95,,0,1,3
2793,"Hidratantna mlijeka, losioni i maslaci",95,,0,1,4
2794,"Intimna njega i higijena",95,,0,1,5
2795,"Kreme i balzami za njegu ruku",95,,0,1,6
2796,"Njega lica (Kreme, serumi, tonici)",95,,0,1,7
2797,"Njega stopala i pedikura",95,,0,1,8
2798,"Ostalo iz njege kože i tijela",95,,0,1,9
2799,"Piling za tijelo i lice",95,,0,1,10
2800,"Prirodna i organska kozmetika",95,,0,1,11
2801,"Sapun (Tečni i tvrdi)",95,,0,1,12
2802,"Sredstva za depilaciju i brijanje",95,,0,1,13
2803,"Sredstva za sunčanje i zaštitu od sunca",95,,0,1,14
2804,"Tretmani za problematičnu kožu",95,,0,1,15
2805,"Ulja za tijelo i masažu",95,,0,1,16
2806,"Balzami i regeneratori za kosu",96,,0,1,1
2807,"Boje za kosu i razvijači",96,,0,1,2
2808,"Četke, češljevi i pribor za kosu",96,,0,1,3
2809,"Dodaci prehrani za kosu i nokte",96,,0,1,4
2810,"Maske i intenzivni tretmani za kosu",96,,0,1,5
2811,"Njega brade (Ulja, balzami i vosak)",96,,0,1,6
2812,"Njega brkova i setovi za oblikovanje",96,,0,1,7
2813,"Ostalo iz njege kose i brade",96,,0,1,8
2814,"Pribor za šišanje i brijanje (Makaze, britve)",96,,0,1,9
2815,"Proizvodi protiv opadanja kose",96,,0,1,10
2816,"Stilizovanje brade (Pjene i sapuni)",96,,0,1,11
2817,"Stilizovanje kose (Gelovi, lakovi, vosak)",96,,0,1,12
2818,"Suhi šamponi i puderi za volumen",96,,0,1,13
2819,"Šamponi za kosu",96,,0,1,14
2820,"Šamponi za pranje brade",96,,0,1,15
2821,"Ulja i serumi za vrhove kose",96,,0,1,16
2822,"Akril i materijal za izljevanje noktiju",97,,0,1,1
2823,"Baze, top coat i završni slojevi",97,,0,1,2
2824,"Električne turpije i nastavci",97,,0,1,3
2825,"Gel lakovi (Trajni lakovi)",97,,0,1,4
2826,"Gelovi za nadogradnju noktiju",97,,0,1,5
2827,"Naljepnice, cirkoni i ukrasi za nokte",97,,0,1,6
2828,"Njega zanoktica i ulja za nokte",97,,0,1,7
2829,"Obični lakovi za nokte",97,,0,1,8
2830,"Oprema za sterilizaciju i higijenu",97,,0,1,9
2831,"Ostalo iz njege noktiju",97,,0,1,10
2832,"Pribor za manikuru (Makazice, grickalice, potiskivači)",97,,0,1,11
2833,"Skidači laka i acetoni",97,,0,1,12
2834,"Tečnosti za odmašćivanje i fiksiranje",97,,0,1,13
2835,"Turpije i blok turpije",97,,0,1,14
2836,"UV i LED lampe za nokte",97,,0,1,15
2837,"Vještački nokti i ljepila",97,,0,1,16
2838,"Četkice za zube (Manualne)",98,,0,1,1
2839,"Električne i sonične četkice",98,,0,1,2
2840,"Interdentalne četkice i čačkalice",98,,0,1,3
2841,"Konac za zube (Floss)",98,,0,1,4
2842,"Nastavci i glave za električne četkice",98,,0,1,5
2843,"Njega desni i antiseptički gelovi",98,,0,1,6
2844,"Njega i čišćenje zubnih proteza",98,,0,1,7
2845,"Oralni tuševi (Irigatori)",98,,0,1,8
2846,"Ostalo iz oralne higijene",98,,0,1,9
2847,"Paste za izbjeljivanje zuba",98,,0,1,10
2848,"Paste za osjetljive zube i desni",98,,0,1,11
2849,"Paste za zube (Standardne)",98,,0,1,12
2850,"Sredstva za ispiranje usta (Vodice)",98,,0,1,13
2851,"Sredstva za osvježavanje daha",98,,0,1,14
2852,"Sredstva za profesionalno izbjeljivanje (Setovi)",98,,0,1,15
2853,"Strugalice za jezik",98,,0,1,16
2854,"BB, CC kreme i tonirane kreme",99,,0,1,1
2855,"Bronzeri, rumenila i highlighteri",99,,0,1,2
2856,"Četkice i kistovi za šminkanje",99,,0,1,3
2857,"Fiksatori šminke (Sprejevi i puderi)",99,,0,1,4
2858,"Korektori i kamuflaže",99,,0,1,5
2859,"Maskare i serumi za trepavice",99,,0,1,6
2860,"Olovke i gelovi za obrve",99,,0,1,7
2861,"Olovke i sjenila za oči",99,,0,1,8
2862,"Olovke, ruževi i sjajila za usne",99,,0,1,9
2863,"Ostala dekorativna kozmetika",99,,0,1,10
2864,"Palete sjenila i setovi šminke",99,,0,1,11
2865,"Pribor za šminkanje (Spužvice, uvijači)",99,,0,1,12
2866,"Primeri i baze za šminku",99,,0,1,13
2867,"Puderi u prahu i kamenu",99,,0,1,14
2868,"Sredstva za skidanje šminke",99,,0,1,15
2869,"Tekući puderi i podloge",99,,0,1,16
2870,"Umjetne trepavice i ljepila",99,,0,1,17
2871,"Body mist i mirisne vodice",100,,0,1,1
2872,"Dečiji parfemi i toaletne vode",100,,0,1,2
2873,"Eau de Cologne (Kolonjske vode)",100,,0,1,3
2874,"Eau de Parfum (Parfemske vode)",100,,0,1,4
