name,type,required,status,values,category_ids
"Model",dropdown,1,1,"356|550 Spyder|718 Boxster|718 Boxster GTS|718 Boxster S|718 Boxster Spyder|718 Cayman|718 Cayman GT4|718 Cayman GT4 RS|718 Cayman GTS|718 Cayman S|718 Spyder|718 Spyder RS|904|911 (Classic)|911 (930)|911 (964)|911 (993)|911 (996)|911 (997)|911 (991)|911 (992)|911 Carrera|911 Carrera 4|911 Carrera S|911 Carrera 4S|911 Dakar|911 GT2|911 GT2 RS|911 GT3|911 GT3 RS|911 GT3 Touring|911 S/T|911 Sport Classic|911 Speedster|911 Targa|911 Turbo|911 Turbo S|912|914|918 Spyder|924|928|944|959|968|Boxster (986)|Boxster (987)|Boxster (981)|Boxster (982)|Carrera GT|Cayenne|Cayenne Coupe|Cayenne E-Hybrid|Cayenne S|Cayenne Turbo|Cayenne Turbo GT|Cayman (987)|Cayman (981)|Cayman (982)|Macan|Macan EV|Macan S|Macan GTS|Macan Turbo|Panamera|Panamera 4|Panamera 4S|Panamera GTS|Panamera Sport Turismo|Panamera Turbo|Panamera Turbo S|Taycan|Taycan 4S|Taycan Cross Turismo|Taycan GTS|Taycan Sport Turismo|Taycan Turbo|Taycan Turbo S","1697"
"Model",dropdown,1,1,"4|5 (Classic)|5 (2024+)|6|7|8|9|10|11|12|14|15|16|17|18|19|20|21|25|30|4CV|5 Turbo|Alaskan|Alpine A110|Arkana|Austral|Avantime|Captur|Clio (Mk1)|Clio (Mk2)|Clio (Mk3)|Clio (Mk4)|Clio (Mk5)|Dauphine|Duster|Espace (Mk1)|Espace (Mk2)|Espace (Mk3)|Espace (Mk4)|Espace (Mk5)|Espace (Mk6)|Express|Floride|Fluence|Fuego|Grand Espace|Grand Scenic|Kadjar|Kangoo|Koleos|Kwid|Laguna (Mk1)|Laguna (Mk2)|Laguna (Mk3)|Latitude|Lodgy|Master|Megane (Mk1)|Megane (Mk2)|Megane (Mk3)|Megane (Mk4)|Megane Conquest|Megane E-Tech|Megane RS|Modus|R4|R5|Rafale|Safrane|Scenic (Mk1)|Scenic (Mk2)|Scenic (Mk3)|Scenic (Mk4)|Scenic E-Tech|Symbioz|Talisman|Thalia|Trafic|Triber|Twingo (Mk1)|Twingo (Mk2)|Twingo (Mk3)|Twizy|Vel Satis|Wind|Zoe","1698"
"Model",dropdown,1,1,"Concept_One|Concept_S|Nevera|Nevera R|Nevera Time Attack","1699"
"Model",dropdown,1,1,"EDV|R1S|R1T|R2|R3|R3X","1700"
"Model",dropdown,1,1,"25|45|75|100|200|213|214|216|218|220|400|414|416|418|420|600|618|620|623|800|820|825|827|CityRover|Coupe|Maestro|Metro|Mini|Montego|P5|P6|SD1|Sterling|Streetwise|Tourer","1701"
"Model",dropdown,1,1,"200|214|216|220|416|420|620|623|820|825|827|Cabriolet|Coupe","1702"
"Model",dropdown,1,1,"200|214|216|220|416|420|620|623|820|825|827|Cabriolet|Coupe","1703"
"Model",dropdown,1,1,"Camargue|Corniche|Cullinan|Cullinan Black Badge|Dawn|Dawn Black Badge|Ghost|Ghost Black Badge|Ghost Extended|Park Ward|Phantom|Phantom Drophead Coupe|Phantom Coupe|Phantom Extended|Silver Cloud|Silver Dawn|Silver Seraph|Silver Shadow|Silver Spirit|Silver Spur|Spectre|Wraith|Wraith Black Badge","1704"
"Model",dropdown,1,1,"Camargue|Corniche|Cullinan|Cullinan Black Badge|Dawn|Dawn Black Badge|Ghost|Ghost Black Badge|Ghost Extended|Park Ward|Phantom|Phantom Drophead Coupe|Phantom Coupe|Phantom Extended|Silver Cloud|Silver Dawn|Silver Seraph|Silver Shadow|Silver Spirit|Silver Spur|Spectre|Wraith|Wraith Black Badge","1705"
"Model",dropdown,1,1,"25|45|75|100|200|213|214|216|218|220|400|414|416|418|420|600|618|620|623|800|820|825|827|CityRover|Coupe|Maestro|Metro|Mini|Montego|P5|P6|SD1|Sterling|Streetwise|Tourer","1706"
"Model",dropdown,1,1,"9-2X|9-3 (Mk1)|9-3 (Mk2)|9-3 (Mk3)|9-3 Aero|9-3 Convertible|9-3 SportCombi|9-3X|9-4X|9-5 (Mk1)|9-5 (Mk2)|9-5 SportCombi|9-7X|90|900 (Classic)|900 (New Generation)|900 Convertible|9000|9000 CD|9000 CS|96|99|99 Turbo|Sonett|Sonett II|Sonett III","1707"
"Model",dropdown,1,1,"Alhambra|Altea|Altea Freetrack|Altea XL|Arona|Arosa|Ateca|Cordoba|Exeo|Exeo ST|Fura|Ibiza (Mk1)|Ibiza (Mk2)|Ibiza (Mk3)|Ibiza (Mk4)|Ibiza (Mk5)|Inca|Leon (Mk1)|Leon (Mk2)|Leon (Mk3)|Leon (Mk4)|Leon Cupra|Leon FR|Leon Sportstourer|Malaga|Marbella|Mii|Mii Electric|Tarraco|Terra|Toledo (Mk1)|Toledo (Mk2)|Toledo (Mk3)|Toledo (Mk4)","1708"
"Model",dropdown,1,1,"100|105|110|120|125|130|135|136|Citigo|Citigo-e iV|Elroq|Enyaq|Enyaq Coupe|Enyaq RS|Fabia (Mk1)|Fabia (Mk2)|Fabia (Mk3)|Fabia (Mk4)|Fabia RS|Fabia Scout|Favorit|Felicia|Forman|Kamiq|Karoq|Kodiaq (Mk1)|Kodiaq (Mk2)|Kodiaq RS|Octavia (Mk1)|Octavia (Mk2)|Octavia (Mk3)|Octavia (Mk4)|Octavia RS|Octavia Scout|Pick-up|Praktik|Rapid (Classic)|Rapid (2012)|Rapid Spaceback|Roomster|Scala|Superb (Mk1)|Superb (Mk2)|Superb (Mk3)|Superb (Mk4)|Yeti","1714"
"Model",dropdown,1,1,"City-Coupe|City-Cabrio|Crossblade|EQ fortwo|EQ forfour|Forfour (Mk1)|Forfour (Mk2)|Fortwo (Mk1)|Fortwo (Mk2)|Fortwo (Mk3)|Fortwo Cabrio|Fortwo Coupe|Roadster|Roadster Coupe|Smart #1|Smart #3|Smart #5","1709"
"Model",dropdown,1,1,"C8|C8 Aileron|C8 Laviolette|C8 Preliator|C8 Spyder|D8 Pekin-to-Paris|GTO","1710"
"Model",dropdown,1,1,"Actyon|Actyon Sports|Chairman|Istana|Kallista|Korando (Mk1)|Korando (Mk2)|Korando (Mk3)|Korando (Mk4)|Korando e-Motion|Kyron|Musso (Classic)|Musso (Modern)|Musso Grand|Rexton (Mk1)|Rexton (Mk2)|Rexton (Mk3)|Rexton (Mk4)|Rodius|Stavic|Tivoli|Tivoli Grand|Torres|Torres EVX|XLV","1711"
"Model",dropdown,1,1,"B9 Tribeca|Baja|BRZ|Crosstrek|Exiga|Forester (Mk1)|Forester (Mk2)|Forester (Mk3)|Forester (Mk4)|Forester (Mk5)|Forester (Mk6)|Impreza|Impreza WRX|Impreza WRX STI|Justy|Legacy (Mk1)|Legacy (Mk2)|Legacy (Mk3)|Legacy (Mk4)|Legacy (Mk5)|Legacy (Mk6)|Legacy (Mk7)|Levorg|Libero|Outback (Mk1)|Outback (Mk2)|Outback (Mk3)|Outback (Mk4)|Outback (Mk5)|Outback (Mk6)|Rex|Solterra|SVX|Trezia|Vivio|WRX|XT|XV/Crosstrek","1712"
"Model",dropdown,1,1,"Across|Alto|APV|Baleno|Cappuccino|Carry|Celerio|Ciaz|Dzire|Ertiga|Esteem|eVX|Fronx|Grand Vitara (Classic)|Grand Vitara (Modern)|Hustler|Ignis|Jimny|Jimny Sierra|Kizashi|Liana|Reno|S-Cross|S-Presso|Samurai|Santana|SJ410|SJ413|Sidekick|Solio|Splash|Swace|Swift|SX4|SX4 S-Cross|Verona|Vitara|Vitara Brezza|Wagon R|Wagon R+|X-90|XL7","1713"
"Model",dropdown,1,1,"Aria|Altroz|Bolt|Curvv|Estate|Harrier|Hexa|Indica|Indica Vista|Indigo|Indigo eCS|Indigo Manza|Nano|Nexon|Punch|Safari (Classic)|Safari (Modern)|Safari Dicor|Safari Storme|Sierra|Sumo|Tiago|Tiago NRG|Tigor|Winger|Xenon|Zest","1715"
"Model",dropdown,1,1,"Model 3|Model 3 Highland|Model 3 Performance|Model S|Model S Long Range|Model S Plaid|Model X|Model X Long Range|Model X Plaid|Model Y|Model Y Long Range|Model Y Performance|Cybertruck|Cybertruck Cyberbeast|Roadster (Mk1)|Roadster (Mk2)|Semi","1716"
"Model",dropdown,1,1,"4Runner|86|Agya|Alphard|Altezza|Aqua|Aurion|Auris|Avalon|Avanza|Avensis|Avensis Verso|Aygo|Aygo X|bZ3|bZ4X|Caldina|Camry|Carina|Carina E|Celica|Century|C-HR|Chaser|Corolla|Corolla Cross|Corolla Verso|Corona|Cressida|Crown|Crown Signia|FJ Cruiser|Fortuner|Glanza|GR86|GR Corolla|GR Supra|GR Yaris|Grand Highlander|Granvia|Harrier|Hiace|Highlander|Hilux|Hilux Champ|IQ|Land Cruiser 40|Land Cruiser 60|Land Cruiser 70|Land Cruiser 80|Land Cruiser 90|Land Cruiser 100|Land Cruiser 120 (Prado)|Land Cruiser 150 (Prado)|Land Cruiser 200|Land Cruiser 250|Land Cruiser 300|Land Cruiser V8|Mark II|Mark X|Matrix|Mirai|MR2|MR-S|Paseo|Picnic|Previa|Prius|Prius+ (Plus)|Prius C|Prius Prime|Prius V|Proace|Proace City|Proace Max|Proace Verso|RAV4|RAV4 Prime|Rush|Sequoia|Sienna|Sienta|Soarer|Starlet|Stout|Supra (Mk4)|Supra (Mk5)|Tacoma|Tundra|Urban Cruiser|Urban Cruiser Taisor|Vellfire|Venza|Verso|Verso-S|Vios|Vitz|Wish|Yaris|Yaris Cross|Yaris GR Sport|Yaris Verso","1717"
"Model",dropdown,1,1,"280i|350i|390|400|420|450|Cerbera|Chimaera|Grantura|Griffith (Classic)|Griffith (Modern)|M Series|S Series|Sagaris|Taimar|Tamora|Tasmin|T350|Tuscan|Tuscan Speed Six|Typhon|Vixen","1718"
"Model",dropdown,1,1,"2206|3151|3153|3159|3160|3162|3163|3303|3741|3909|3962|452 (Buhanka)|469|Hunter|Patriot|Patriot Sport|Pick-up|Profi|Simbir|SGR","1719"
"Model",dropdown,1,1,"Amarok|Arteon|Arteon Shooting Brake|Atlas|Atlas Cross Sport|Beetle (Classic)|Beetle (New)|Beetle (A5)|Bora|Caddy|CC|Corrado|Country|Crafter|Cross Polo|CrossFox|Derby|e-Golf|e-Up!|Eos|Fox|Gol|Golf 1|Golf 2|Golf 3|Golf 4|Golf 5|Golf 6|Golf 7|Golf 8|Golf Alltrack|Golf GTD|Golf GTE|Golf GTI|Golf Plus|Golf R|Golf Sportsvan|Golf Variant|ID.3|ID.4|ID.5|ID.6|ID.7|ID. Buzz|Iltis|Jetta (Mk1)|Jetta (Mk2)|Jetta (Mk3)|Jetta (Mk4)|Jetta (Mk5)|Jetta (Mk6)|Jetta (Mk7)|Karmann Ghia|Lupo|Multivan|New Beetle|Nivus|Passat B1|Passat B2|Passat B3|Passat B4|Passat B5|Passat B5.5|Passat B6|Passat B7|Passat B8|Passat B9|Passat Alltrack|Passat CC|Phaeton|Polo (Mk1)|Polo (Mk2)|Polo (Mk3)|Polo (Mk4)|Polo (Mk5)|Polo (Mk6)|Polo GTI|Routan|Santana|Saveiro|Scirocco (Mk1)|Scirocco (Mk2)|Scirocco (Mk3)|Sharan|T-Cross|T-Roc|T-Roc Cabriolet|Taigo|Taigun|Taos|Tavendor|Teramont|Tharu|Tiguan|Tiguan Allspace|Touareg (Mk1)|Touareg (Mk2)|Touareg (Mk3)|Touran|Transporter T1|Transporter T2|Transporter T3|Transporter T4|Transporter T5|Transporter T6|Transporter T6.1|Transporter T7|Type 1 (Buba)|Type 2|Type 3|Type 4|Up!|Vento|Virtus|XL1","1720"
"Model",dropdown,1,1,"240|242|244|245|260|262|264|265|340|343|345|360|440|460|480|740|744|745|760|780|850|940|944|945|960|964|965|Amazon|C30|C40|C70|EX30|EX40|EX90|EM90|P1800|PV444|PV544|S40|S60|S70|S80|S80L|S90|V40|V40 Cross Country|V50|V60|V60 Cross Country|V70|V90|V90 Cross Country|XC40|XC40 Recharge|XC60|XC70|XC90","1721"
"Model",dropdown,1,1,"Free|Free Pro|Dreamer|Flying|Passion","1722"
"Model",dropdown,1,1,"MF3|MF4|MF5|MF28|MF30|Project Thunderball|Sagitta","1723"
"Model",dropdown,1,1,"G3|G3i|G6|G9|P5|P7|P7+|X9|Mona M03","1724"
"Model",dropdown,1,1,"101 (Stojadin)|128|311|45|55|60|65|311|413|511|513|600|750 (Fićo)|850|903|Florida|Koral|Koral In|Sana|Skala|Skala 55|Tempo|Yugo 45|Yugo 55|Yugo 60|Yugo 65|Yugo Cabrio|Yugo GV|Yugo GVL|Yugo GVS|Yugo GVX|Yugo Koral|Yugo Tempo|Zastava 10","1725"
"Model",dropdown,1,1,"Enviro100|Enviro100EV|Enviro200|Enviro200 EV|Enviro200 MMC|Enviro300|Enviro400|Enviro400 City|Enviro400 EV|Enviro500|Enviro500 EV|Plaxton Elite|Plaxton Leopard|Plaxton Panther|Plaxton Cheetah|Plaxton Paragon|Plaxton President|Plaxton Pointer|SB120|SB220|Trident","3441"
"Model",dropdown,1,1,"Atlas|Bravo|Eclipse|Horizon|Kronos|Platinum|V20|V80|V90|Daily","3442"
"Model",dropdown,1,1,"Alyos|Belde|Centro|Doruk|Falcon|Hawk|Kent|M2000|M3000|Neocity|Procity|Procity 12M|Procity 18M|Probus|Sultan|Territo|Tugra|Vectio","3443"
"Model",dropdown,1,1,"Ambassador|Citea|Citea Electric|Citea LF|Citea LLE|Citea SLF|FDD|FHD|FHD2|Futura|Futura Classic|Futura FDD2|Futura FHD2|Futura FMD2|K9|Lexio|Magiq|Magiq Magnum|SB200|SB250|Synergy|TDX|TX|Vicino","3444"
"Model",dropdown,1,1,"A12|A21|B12.b HF|B12.b LE|B18.b|C10|C12|e12|eBus|K7|K8|K9|K10|K11|K12","3445"
"Model",dropdown,1,1,"E-Transit|E-Transit Custom|Transit|Transit Custom|Transit Custom Kombi|Transit Minibus|Transit Passenger Van XL|Transit Passenger Van XLT|Transit Tourneo|Tourneo Connect|Tourneo Custom","3446"
"Model",dropdown,1,1,"Cobra|Cobra GD|Cobra GM|Cobra L|Cobra LE|Cobra LF|Ecoline|Panora|Panora E|Safari","3447"
"Model",dropdown,1,1,"A30|A50|A80|A90|A91|A92|H5C|H6C|H7C|H8C|H9C|KLQ6109|KLQ6119|KLQ6123K|KLQ6125|KLQ6129|KLQ6149Q|KLQ6755|KLQ6856|KLQ6896|Scania Higer A30|Scania Higer A80|Scania Higer A90|SuperCity|Touring","3448"
"Model",dropdown,1,1,"IK-101|IK-102|IK-103|IK-103 CNG|IK-104|IK-107|IK-112|IK-112M|IK-112LE|IK-115|IK-160|IK-201|IK-202|IK-203|IK-206|IK-218|IK-218N|IK-218M|IK-250|IK-308|IK-312|IK-412|IK-415|IK-417","3449"
"Model",dropdown,1,1,"200|211|220|250|255|256|260|263|266|280|301|303|415|435|480|556|E91|E94|E95|E127|Tr14|Tr17","3450"
"Model",dropdown,1,1,"Arway|Citelis|Citelis Line|Crossway|Crossway LE|Crossway Low Entry|Crossway Pro|Daily|Daily Line|Daily Minibus|Daily Tourys|Domino|Evadys|Evadys H|Evadys HD|Magelys|Magelys HD|Magelys Pro|Proway|Récréo|Urbanway","3451"
"Model",dropdown,1,1,"Century|i3|i4|i6|i6 Efficient|i6S|i6S Efficient|i8|ie bus|ie tram|Integral|New Century|PB|PB Scania|Scania Irizar i4|Scania Irizar i6|Scania Irizar i6S|Volvo Irizar i4|Volvo Irizar i6|Volvo Irizar i8","3452"
"Model",dropdown,1,1,"Apron|Citibus|Citiport|Citiport 12|Citiport 18|Globus|Hiroi|Navigo|Navigo T|Novo|Novo City|Novo Pro|Novo Ultra|Prestige|S7|S10|Sultan Mega|Turquoise|Visigo|Visigo Select","3453"
"Model",dropdown,1,1,"Daily Line|Daily Minibus|Daily Tourys|EuroClass|EuroClass HD|EuroMover|EuroRider|EuroRider D43|Indcar|Indcar Next|Mago|Mago 2|Mobi|MyWay|Probus|Wing","3454"
"Model",dropdown,1,1,"6127|6129|6800|6900|6119|6125|6145|Apolong|Apolong II|Jockey|Kaige|XMQ6106|XMQ6119|XMQ6122|XMQ6127|XMQ6129|XMQ6900|XML series","3455"
"Model",dropdown,1,1,"A20|A21|A23|A37|A39|A40|A78|EL|HOCL šasija|Lion's City|Lion's City A21|Lion's City A23|Lion's City A37|Lion's City CNG|Lion's City E|Lion's City G|Lion's City GL|Lion's City Hybrid|Lion's City LE|Lion's Coach|Lion's Coach C|Lion's Coach L|Lion's Coach R|Lion's Intercity|Lion's Intercity LE|Lion's Regio|Lion's Regio C|Lion's Star|Lion's Star L|Lion's Explorer|NG 263|NG 313|NL 202|NL 223|NL 263|NL 313|NM 223|NÜ 263|NÜ 313|SL 200|SL 202|SÜ 240|SÜ 313|ÜL 313","3456"
"Model",dropdown,1,1,"Cito|Citaro|Citaro C2|Citaro G|Citaro K|Citaro LE|Citaro NGT|Conecto|Conecto G|Conecto H|Conecto LF|eCitaro|eCitaro G|Integro|Integro L|Integro M|Intouro|Intouro H|Intouro M|Mediano|O303|O305|O340|O345|O350|O403|O404|O405|O405G|O405N|O407|O408|O530|OC500|Sprinter 314|Sprinter 516|Sprinter 517|Sprinter 519|Sprinter City|Sprinter Minibus|Sprinter Transfer|Sprinter Travel|Tourrider|Tourino|Tourismo|Tourismo K|Tourismo L|Tourismo M|Tourismo RH|Tourismo RHD|Travego|Travego L|Travego M|Travego RH|Travego RHD|Travego Safety Coach|Vario","3457"
"Model",dropdown,1,1,"Centroliner|Cityliner|Cityliner C|Cityliner N|Euroliner|Jetliner|N1116|N316|N4016|N4416|N4516|P04|P06|P10|P20|P21|P22|Skyliner|Skyliner C|Skyliner P06|Spaceliner|Starliner|Starliner C|Tourliner|Tourliner C|Tourliner L|Tourliner P|Trendliner|Trendliner C","3458"
"Model",dropdown,1,1,"Doruk|Doruk LE|Kent|Kent C|Kent C 18|Kent LF|Navigo|Navigo C|Navigo T|Sultan|Sultan LF|Sultan Mega|Territo|Territo U|Ulyso|Ulyso T|Vectio|Vectio C|Vectio C 9|Vectio C 10|Vectio S|Vectio T|Vectio U","3459"
"Model",dropdown,1,1,"Ares|Crossway|FR1|Iliade|Iliade GTX|Iliade RT|Iliade RTX|Karosa|Master|Master Minibus|Messenger|PR100|PR112|PR118|PS09|R312|S53|S57|SC10|Tracer|Trafic Minibus","3460"
"Model",dropdown,1,1,"8900|9700|9900|A-series|Citywide|Citywide LE|Citywide LF|Fencer|F-series|Interlink|Interlink LD|Interlink MD|K-series|K230|K250|K280|K310|K320|K340|K360|K380|K400|K410|K440|K450|K480|L94|N94|OmniCity|OmniExpress|OmniExpress 3.20|OmniLine|OmniLink|Touring|Touring HD","3461"
"Model",dropdown,1,1,"ComfortClass|ComfortClass 400|ComfortClass 500|MultiClass|MultiClass 400|S 208|S 211|S 213|S 215|S 215 HD|S 215 HDH|S 215 HR|S 215 NF|S 215 UL|S 217|S 219|S 228|S 315|S 315 GT-HD|S 315 HD|S 315 HDH|S 315 NF|S 315 UL|S 316|S 317|S 319|S 328|S 411|S 415|S 415 GT-HD|S 415 HD|S 415 NF|S 415 UL|S 416|S 416 GT-HD|S 416 HDH|S 417|S 417 GT-HD|S 417 HDH|S 419|S 419 GT-HD|S 431 DT|S 515|S 515 HD|S 515 MD|S 516|S 516 HD|S 517|S 517 HD|S 517 HDH|S 519|S 519 HD|S 531 DT|TopClass|TopClass 400|TopClass 500","3462"
"Model",dropdown,1,1,"Alpino|Alpino 8 LE|Alpino 8.9 LE|InterUrbino|InterUrbino 12|InterUrbino 13|Solaris Tramino|Trollino|Trollino 12|Trollino 18|Trollino 24|Urbino 8.9|Urbino 10|Urbino 12|Urbino 12 Electric|Urbino 12 Hybrid|Urbino 12 CNG|Urbino 15|Urbino 15 LE|Urbino 18|Urbino 18 Electric|Urbino 18 Hybrid|Urbino 24|Vacanza","3463"
"Model",dropdown,1,1,"A330|A340|A360|Acidelo|Axer|BN 8.5|BN 12|Bova|Bova Futura|CN 12|EBN 8|Exqui.City|Jonckheere|LH 12|Liberto|Mistral|NB 12|NB 18|NC 18|NS 12|NS 18|SB120|SB200|SB250|T915|T916|T917|TX15|TX16|TX17","3464"
"Model",dropdown,1,1,"Avenue|Comfor|Confort|Crystal|Diamond|Maraton|Opalin|Prenses|Prestij|Safari|Safari HD|Safir|Safir Plus|Sirius|Star|Topstar","3465"
"Model",dropdown,1,1,"Acron|Alicron|Alizee|Alizee T|Altano|Altano C|Altano T|Astron|Astromega|Astromega TX|Astromega TDX|EOS|EOS 200|EOS Coach|FHX|Futura|Magelys|T9 series|T911|T915|T916|T917|T11 series","3466"
"Model",dropdown,1,1,"California|Caravelle|Crafter|Crafter Minibus|LT|LT Minibus|Multivan|Transporter|Transporter T5 Kombi|Transporter T5 Minibus|Transporter T6 Kombi|Transporter T6 Minibus|Transporter T6.1|Transporter T7","3467"
"Model",dropdown,1,1,"5000|7000|7700|7700A|7700 Hybrid|7900|7900 Articulated|7900 Electric|7900 Hybrid|8300|8400|8500|8700|8700 LE|8900|8900 LE|9300|9400|9500|9700|9700 DD|9700 HD|9900|B5LH|B7L|B7R|B7RLE|B8R|B8RLE|B9L|B9R|B9S|B9TL|B10B|B10BLE|B10L|B10M|B10R|B12|B12B|B12BLE|B12M|Genesis|Olympian|TX|VNL","3468"
"Model",dropdown,1,1,"H8|H9|H12|IC 12|IC 12E|LF|TC 9|TC 10|TC 12|ZK6106|ZK6107|ZK6116|ZK6119|ZK6120|ZK6121|ZK6122H|ZK6126|ZK6127|ZK6128|ZK6129H|ZK6146|ZK6180|ZK series","3469"
"Model",dropdown,1,1,"615|620|635|640|642|650|670|900|Eurozeta|Iveco-Zeta|Neretva|Rival|Sava|Zastava Rival|Zastava Sanos|Zastava Turbo Zeta","3470"
"Model",dropdown,1,1,"130 T11|130 T15|190 A|190 T15|222 A|260 A|260 T19|Delfin|Dubrava|Karosa|Karosa B731|Karosa B732|Karosa B741|Karosa B931|Karosa B932|Karosa B941|Karosa B951|Karosa B952|Karosa C934|Karosa C954|Karosa LC735|Karosa LC936|Liaz|Liaz 5256|Liaz Karosa|Sanic|TAM 130|TAM 190|TAM 222|TAM 260|Unesi model po želji","3471"
"Model",dropdown,1,1,"XAS 37|XAS 47|XAS 57|XAS 67|XAS 68|XAS 77|XAS 88|XAS 97|XAS 137|XAS 186|XATS 138|XATS 156|XATS 377|XAVS 186|XAHS 186|QES 30|QES 40|QES 60|QES 80|QES 100|QES 150|PTS 916|PTS 1200|Dynapac CA250|Dynapac CA300|Dynapac CC900|Dynapac CC1000|Dynapac CP142|Dynapac LP8500|SB 152|SB 202|SB 302|SB 452|SB 552|SB 702|SB 1102|SB 1502|MB 1200|MB 1500|MB 1700|Epiroc HB2000|Epiroc HB3000|Epiroc HB4700|Epiroc HB7000|Epiroc HB10000|EC 50|EC 70|EC 90|EC 140|EC 155|SmartROC T35|SmartROC T40|SmartROC D65|FlexiROC T15|FlexiROC D50|PowerROC T25|PowerROC T35|Boomer S1|Boomer S2|Boomer M2|Boomer E2|Scooptram ST7|Scooptram ST14|Scooptram ST18|Minetruck MT42|Minetruck MT65","3472"
"Model",dropdown,1,1,"S70|S100|S130|S150|S175|S185|S205|S220|S250|S300|S450|S510|S530|S550|S570|S590|S595|S630|S650|S740|S750|S770|S850|A770|T110|T140|T180|T190|T450|T550|T590|T595|T630|T650|T740|T750|T770|T870|E10|E17|E19|E20|E26|E32|E35|E42|E45|E50|E55|E60|E62|E63|E85|E88|E145|E165|324|331|334|335|337|418|425|428|435|B730|B750|B780|B850|B870|TL358|TL360|TL370|TL470|TL38.70|TL30.60|TL35.70|TL43.80|VR530|VR642|VR723|VR1056|V417|V519|V723|R-Series R2-Series|CT230|CT235|CT335|CT440|CT445|CT450|L23|L28|L65|L75|L85|L95|2300|3400","3473"
"Model",dropdown,1,1,"BW 55|BW 65|BW 75|BW 80|BW 90|BW 100|BW 120|BW 125|BW 131|BW 138|BW 145|BW 151|BW 154|BW 161|BW 174|BW 177|BW 190|BW 206|BW 211|BW 212|BW 213|BW 216|BW 219|BW 225|BW 226|BW 266|BW 332|BMP 851|BMP 8500|BC 473|BC 573|BC 673|BC 773|F 1000|F 1200|F 2000|F 3000|BC Kompaktor|BF 200|BF 300|BF 400|BF 600|BF 800|BT 60|BT 65|HP 280|HP 280i","3474"
"Model",dropdown,1,1,"580|580L|580M|580N|580 Super|580 Super K|580 Super L|580 Super M|580 Super N|580ST|580T|590|590 Super|590 Super M|590 Super N|590SN|590ST|695|695SK|695SM|695SN|695SR|695ST|770EX|CX75C|CX80C|CX130C|CX130D|CX145D|CX160D|CX180C|CX210C|CX210D|CX220C|CX225SR|CX240C|CX245D|CX250C|CX250D|CX290D|CX300D|CX350C|CX350D|CX370C|CX370D|CX490D|CX500D|CX750D|CX800B|WX148|WX168|WX188|WX218|121F|221F|321F|521F|521G|621G|621F|721F|721G|821F|821G|921F|921G|1021F|1021G|1121F|1221F|SV185|SV208|SV212|SV215|SV216|SV217|SV250|SV280|SV300|SV340|SR130|SR160|SR175|SR200|SR210|SR220|SR240|SR250|SR270|TV370|TV380|TV450|TR270|TR310|TR320|TR340|1150M|1650M|2050M|850M","3475"
"Model",dropdown,1,1,"300.9D|301.4C|301.5|301.6|301.7|301.8|302|302.5|302.7|303|303.5|304|305|305.5|306|307|308|309|310|311|312|313|315|316|317|318|319|320|320D|320E|321|323|324|325|326|329|330|335|336|340|345|349|352|374|390|428|430|432|434|436|438|440|442|444|450|627|627G|637|637G|730|730C|735|740|745|770G|772G|773G|775G|777G|785D|789D|793F|797F|815|825|826|836|815K|825K|836K|950|950K|962K|966|966K|972K|980|980K|988|988K|990K|992K|993K|994K|D3|D4|D5|D6|D6K|D6M|D6N|D6R|D6T|D7|D7E|D7R|D8|D8R|D8T|D9|D9R|D9T|D10|D10T|D11|D11T|M313D|M314F|M315D|M315F|M316D|M316F|M317F|M318|M318D|M318F|M319D|M320D|M320F|M322F|M323F|120M|12M|140M|160M|14M|16M|24M|TH255C|TH306D|TH357D|TH408D|TH414C|TH417C|TH514D|TH417D|TL642D|TL943D|TL1055D|TL1255D","3476"
"Model",dropdown,1,1,"DX10Z|DX14|DX15|DX17Z|DX19|DX22|DX27Z|DX30Z|DX35Z|DX42|DX50|DX55|DX57W|DX60|DX62R|DX63|DX80|DX85|DX100W|DX140LC|DX140W|DX160W|DX170W|DX180LC|DX190W|DX210W|DX225LC|DX225NLC|DX235LC|DX255LC|DX260LC|DX300LC|DX300NLC|DX340LC|DX350LC|DX380LC|DX420LC|DX480LC|DX490LC|DX520LC|DX530LC|DX560LC|DX700LC|DX800LC|DL80|DL120|DL160|DL180|DL200|DL200-5|DL220|DL250|DL250-5|DL280|DL300|DL350|DL350-5|DL400|DL420|DL450|DL500|DL500-5|DL550|DL550-5|DL580|DA30|DA40|DA45|DD100|DD130|DA30-5","3477"
"Model",dropdown,1,1,"CC800|CC900|CC1000|CC1100|CC1200|CC1300|CC1400|CC1700|CC2000|CC2200|CC2300|CC2400|CC3000|CC3200|CC3300|CC4000|CC4200|CC5000|CC6200|CC6300|CA1500|CA1800|CA2500|CA2800|CA3000|CA3500|CA4000|CA4600|CA5000|CA6000|LG160|LG200|LG400|LG450|LG500|LG520|LG550|CP132|CP142|CP162|CP224|CP274|LP6500|LP7500|LP8500|LP9500|MF2500|PL400|PL500|PL600|SD1600|SD1800|SD2000|SD2500|SD2550|DF45CR|DF115C|DF115PD|DF135C|DF135PD|DF145C|DF145PD|F1000|F1200|F2000|F2500","3478"
